id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,target
2434,Female,Loyal Customer,18,Personal Travel,Eco,1615,5,5,5,5,4,5,5,5,5,5,5,3,5,3,0,0.0,1
2435,Male,Loyal Customer,18,Personal Travel,Business,1696,4,4,4,4,3,4,3,3,4,2,5,5,5,3,0,0.0,1
2436,Male,disloyal Customer,33,Business travel,Business,1109,2,2,2,5,2,2,2,2,5,3,4,4,4,2,0,0.0,0
2437,Female,Loyal Customer,24,Business travel,Business,4634,4,4,4,4,4,4,4,4,5,4,5,5,5,4,0,21.0,1
2438,Male,disloyal Customer,65,Business travel,Eco,1841,1,0,1,3,1,1,1,1,2,4,2,2,5,1,2,47.0,0
2439,Male,Loyal Customer,25,Business travel,Business,3030,2,2,2,2,3,3,3,3,3,4,3,3,5,3,0,0.0,1
2440,Female,Loyal Customer,56,Business travel,Business,1405,5,5,5,5,4,4,5,5,5,5,5,3,5,4,0,0.0,1
2441,Female,Loyal Customer,35,Personal Travel,Eco,2597,5,2,4,2,5,5,5,5,5,3,5,5,2,5,100,91.0,1
2442,Female,Loyal Customer,54,Business travel,Business,3357,5,5,5,5,4,5,5,5,5,5,5,4,5,5,0,0.0,1
2443,Female,Loyal Customer,51,Business travel,Eco,703,3,2,2,2,4,4,3,3,3,3,3,3,3,3,10,19.0,0
2444,Male,Loyal Customer,67,Personal Travel,Eco Plus,2854,2,5,2,1,2,1,1,5,3,4,5,1,3,1,423,400.0,0
2445,Female,Loyal Customer,32,Personal Travel,Eco,2543,1,1,1,1,5,4,5,4,4,4,4,4,4,4,0,0.0,1
2446,Male,Loyal Customer,55,Business travel,Business,2077,3,3,5,3,2,5,5,4,4,4,4,4,4,5,5,8.0,1
2447,Female,Loyal Customer,48,Personal Travel,Eco,1007,3,3,3,3,1,5,4,5,5,5,3,2,5,3,35,25.0,1
2448,Female,Loyal Customer,24,Personal Travel,Eco Plus,1738,4,2,4,4,1,4,1,1,1,5,4,1,4,1,46,44.0,0
2449,Male,Loyal Customer,70,Personal Travel,Eco,1240,3,3,3,4,5,3,5,5,2,1,4,3,4,5,44,33.0,0
2450,Female,Loyal Customer,11,Business travel,Business,4017,1,5,5,5,1,1,1,1,3,1,4,4,4,1,55,57.0,0
2451,Female,Loyal Customer,46,Business travel,Eco,893,4,1,5,1,1,5,5,4,4,4,4,4,4,4,17,0.0,1
2452,Female,Loyal Customer,61,Business travel,Business,2050,3,3,3,3,5,3,4,3,3,3,3,3,3,4,3,0.0,0
2453,Female,Loyal Customer,23,Business travel,Business,4856,1,1,1,1,4,4,4,4,4,2,3,5,5,4,10,4.0,1
2454,Male,Loyal Customer,68,Business travel,Eco,2516,3,3,3,3,4,3,4,4,2,1,2,2,3,4,3,8.0,0
2455,Female,Loyal Customer,54,Business travel,Business,1067,4,4,4,4,2,1,3,2,2,2,2,2,2,4,0,0.0,1
2456,Female,Loyal Customer,34,Business travel,Business,2813,1,1,1,1,2,5,5,4,4,4,4,5,4,3,1,0.0,1
2457,Male,Loyal Customer,29,Business travel,Business,3368,5,5,5,5,4,4,4,4,5,5,5,5,5,4,2,0.0,1
2458,Female,Loyal Customer,47,Business travel,Business,2181,2,1,1,1,3,3,2,2,2,2,2,4,2,2,0,0.0,0
2459,Female,Loyal Customer,40,Business travel,Business,3691,1,1,1,1,4,4,5,3,3,4,5,4,3,3,0,0.0,1
2460,Female,Loyal Customer,54,Business travel,Business,2962,1,1,1,1,5,4,5,5,5,5,5,5,5,3,0,0.0,1
2461,Male,Loyal Customer,17,Business travel,Eco Plus,2819,3,2,2,2,3,3,1,3,1,5,3,2,4,3,0,0.0,0
2462,Male,disloyal Customer,24,Business travel,Business,2116,4,5,4,4,2,4,2,2,4,5,4,5,5,2,49,41.0,1
2463,Female,Loyal Customer,27,Business travel,Eco Plus,2154,2,5,5,5,2,2,2,2,2,1,4,3,3,2,61,58.0,0
2464,Male,Loyal Customer,51,Personal Travel,Eco,2919,2,5,3,1,4,3,4,4,4,3,5,4,4,4,26,2.0,0
2465,Male,Loyal Customer,10,Business travel,Business,2471,3,1,3,3,3,4,3,3,5,3,5,5,1,3,0,0.0,1
2466,Female,Loyal Customer,56,Business travel,Eco,382,1,3,4,3,4,3,3,1,1,1,1,2,1,2,11,17.0,0
2467,Male,Loyal Customer,53,Business travel,Business,2130,1,1,1,1,4,4,4,5,4,4,4,4,5,4,159,149.0,1
2468,Female,Loyal Customer,38,Business travel,Business,303,5,5,5,5,1,1,3,4,4,4,4,5,4,5,0,0.0,1
2469,Male,Loyal Customer,34,Personal Travel,Eco,2324,4,5,4,1,5,4,5,5,2,5,4,3,4,5,0,0.0,0
2470,Female,Loyal Customer,41,Business travel,Eco,2000,4,5,5,5,4,4,4,4,1,5,1,5,1,4,78,69.0,1
2471,Male,Loyal Customer,22,Business travel,Business,2966,1,1,1,1,4,4,1,4,4,3,3,4,3,4,0,0.0,0
2472,Male,Loyal Customer,31,Business travel,Business,2452,1,1,1,1,5,4,5,5,4,2,4,4,4,5,1,0.0,1
2473,Male,Loyal Customer,17,Personal Travel,Eco Plus,1208,3,3,4,1,5,4,5,5,1,1,1,3,2,5,4,2.0,0
2474,Female,Loyal Customer,16,Business travel,Business,3431,2,2,2,2,4,4,4,4,5,5,3,3,4,4,4,0.0,1
2475,Male,Loyal Customer,26,Personal Travel,Eco,2527,3,4,3,3,4,3,4,4,4,3,5,4,4,4,0,0.0,0
2476,Female,Loyal Customer,46,Business travel,Business,3159,2,2,2,2,5,2,3,2,2,2,2,2,2,4,0,0.0,0
2477,Female,Loyal Customer,11,Personal Travel,Eco,1789,2,2,2,2,2,2,2,2,2,2,1,5,2,2,0,19.0,1
2478,Male,Loyal Customer,54,Business travel,Business,1986,3,3,3,3,2,5,4,5,5,5,5,5,5,5,8,17.0,1
2479,Male,Loyal Customer,42,Personal Travel,Eco,2254,1,4,1,5,2,1,5,2,5,2,4,3,5,2,0,0.0,0
2480,Female,Loyal Customer,59,Personal Travel,Eco,544,4,4,4,4,4,5,5,4,4,4,4,4,4,4,0,0.0,1
2481,Female,Loyal Customer,43,Personal Travel,Eco,1002,4,3,5,3,2,3,2,4,4,4,4,1,4,3,44,49.0,1
2482,Male,disloyal Customer,42,Business travel,Eco,2122,4,4,4,5,4,4,4,4,1,4,3,2,1,4,0,0.0,1
2483,Female,disloyal Customer,47,Business travel,Business,2452,4,4,4,2,4,4,4,4,4,5,5,4,4,4,0,0.0,1
2484,Male,Loyal Customer,64,Business travel,Business,409,1,1,1,1,3,4,4,4,4,4,4,5,4,3,0,0.0,1
2485,Male,disloyal Customer,16,Business travel,Eco,3052,3,3,3,3,4,3,4,4,2,1,4,4,4,4,45,53.0,0
2486,Male,Loyal Customer,30,Business travel,Business,2076,1,1,1,1,5,5,5,5,1,1,2,1,4,5,0,0.0,1
2487,Male,disloyal Customer,24,Business travel,Business,2017,5,0,5,4,1,5,1,1,5,4,4,5,5,1,0,0.0,1
2488,Male,Loyal Customer,32,Business travel,Business,2714,2,2,2,2,4,4,4,4,4,5,5,4,4,4,0,0.0,1
2489,Male,Loyal Customer,57,Business travel,Business,1995,1,1,1,1,3,5,4,5,5,4,5,5,5,4,59,52.0,1
2490,Male,Loyal Customer,7,Personal Travel,Eco,2055,4,5,3,4,3,3,3,3,4,2,4,4,4,3,21,100.0,0
2491,Male,disloyal Customer,35,Business travel,Eco,1604,1,0,0,3,3,0,3,3,1,1,3,2,4,3,91,85.0,0
2492,Female,disloyal Customer,25,Business travel,Eco,1559,3,0,3,3,1,3,1,1,1,1,3,5,3,1,0,0.0,0
2493,Male,Loyal Customer,26,Personal Travel,Eco,3226,3,4,2,4,1,2,1,1,2,4,5,4,1,1,0,0.0,0
2494,Female,Loyal Customer,15,Personal Travel,Eco,2456,3,3,3,3,4,4,4,4,2,3,3,2,3,4,0,7.0,1
2495,Male,Loyal Customer,45,Business travel,Business,2637,1,1,1,1,3,4,4,4,4,4,4,3,4,3,20,8.0,1
2496,Female,Loyal Customer,43,Business travel,Business,642,5,5,4,5,2,4,5,5,5,5,5,1,5,3,66,43.0,1
2497,Female,Loyal Customer,35,Business travel,Business,1008,1,5,5,5,2,3,3,1,1,1,1,4,1,4,96,95.0,0
2498,Male,Loyal Customer,38,Personal Travel,Eco,1912,1,5,1,1,4,1,4,4,3,5,5,3,4,4,0,0.0,0
2499,Female,Loyal Customer,45,Business travel,Business,3499,3,3,3,3,3,4,4,5,5,5,5,4,5,4,0,0.0,1
2500,Male,Loyal Customer,21,Personal Travel,Eco,2971,2,5,2,5,1,2,1,1,4,5,5,5,4,1,6,0.0,0
2501,Male,disloyal Customer,30,Business travel,Business,2394,1,1,1,2,4,1,4,4,3,2,5,3,4,4,0,0.0,0
2502,Female,Loyal Customer,32,Business travel,Business,2982,4,4,4,4,4,4,4,4,2,3,2,4,2,4,15,9.0,1
2503,Male,disloyal Customer,29,Business travel,Eco,1948,2,2,2,4,4,2,4,4,1,5,4,1,4,4,17,21.0,0
2504,Male,Loyal Customer,50,Business travel,Business,1618,3,3,3,3,2,5,4,4,4,4,4,4,4,4,0,0.0,1
2505,Female,Loyal Customer,35,Business travel,Eco Plus,1609,5,4,4,4,5,5,5,5,5,2,5,1,2,5,0,0.0,1
2506,Male,Loyal Customer,42,Personal Travel,Eco,1824,2,5,3,3,4,3,4,4,5,2,4,3,5,4,0,0.0,0
2507,Female,Loyal Customer,9,Personal Travel,Eco,2084,3,3,3,3,4,4,4,4,4,4,5,4,3,4,0,0.0,1
2508,Female,Loyal Customer,42,Business travel,Eco,211,5,1,1,1,3,3,4,5,5,5,5,5,5,2,0,22.0,1
2509,Female,Loyal Customer,44,Business travel,Business,2517,4,4,4,4,4,3,5,5,5,5,5,3,5,4,0,0.0,1
2510,Female,Loyal Customer,48,Personal Travel,Eco,355,4,3,4,4,2,4,3,2,2,4,2,4,2,3,3,0.0,1
2511,Female,Loyal Customer,55,Business travel,Business,2273,5,5,4,5,2,4,5,4,4,4,4,4,4,4,39,26.0,1
2512,Male,Loyal Customer,27,Business travel,Business,5594,3,3,3,3,5,5,5,5,5,4,5,5,5,5,41,42.0,1
2513,Male,Loyal Customer,42,Business travel,Business,615,2,2,2,2,3,5,4,3,3,3,3,3,3,5,16,8.0,1
2514,Female,Loyal Customer,46,Personal Travel,Business,1010,1,1,1,1,4,4,5,4,4,4,4,3,4,5,12,2.0,1
2515,Female,Loyal Customer,39,Business travel,Business,3114,4,4,4,4,4,1,5,4,4,4,4,5,4,3,2,0.0,1
2516,Female,Loyal Customer,57,Personal Travel,Eco,1602,5,5,5,4,3,3,5,1,1,5,1,5,1,5,19,26.0,1
2517,Female,Loyal Customer,47,Business travel,Business,2072,3,3,3,3,4,1,4,4,4,4,4,1,4,2,41,13.0,1
2518,Male,Loyal Customer,63,Personal Travel,Eco,2988,3,3,2,3,2,2,2,2,2,2,5,4,4,2,0,0.0,0
2519,Female,Loyal Customer,14,Personal Travel,Eco,1868,3,3,3,3,5,4,5,5,5,3,4,4,5,5,0,0.0,1
2520,Female,Loyal Customer,51,Business travel,Eco,123,4,4,4,4,2,5,5,4,4,4,4,3,4,2,0,9.0,1
2521,Male,Loyal Customer,19,Business travel,Business,3094,4,4,4,4,5,5,5,5,3,2,5,4,4,5,0,0.0,1
2522,Female,Loyal Customer,29,Business travel,Business,3921,2,3,2,2,5,5,5,5,4,3,5,5,5,5,0,0.0,1
2523,Male,Loyal Customer,16,Personal Travel,Eco,2172,4,3,5,4,3,5,3,3,5,3,4,5,4,3,7,0.0,1
2524,Female,Loyal Customer,45,Business travel,Eco,341,4,1,1,1,5,5,4,3,3,4,3,5,3,1,0,0.0,1
2525,Male,Loyal Customer,40,Personal Travel,Eco,1829,2,2,2,3,1,2,1,1,2,4,1,4,3,1,0,0.0,0
2526,Male,Loyal Customer,55,Personal Travel,Eco,2063,2,5,2,1,3,2,3,3,4,2,4,5,5,3,0,0.0,0
2527,Male,Loyal Customer,39,Business travel,Business,2100,1,1,1,1,4,4,4,4,4,4,4,4,4,3,0,0.0,1
2528,Male,Loyal Customer,47,Business travel,Business,3726,1,1,2,1,5,4,5,5,5,5,5,3,5,4,0,0.0,1
2529,Female,Loyal Customer,8,Personal Travel,Eco,1612,2,2,3,2,2,4,4,4,4,5,4,4,4,3,4,8.0,1
2530,Female,Loyal Customer,41,Business travel,Business,1215,2,1,1,1,1,4,4,2,2,2,2,3,2,4,0,0.0,0
2531,Female,Loyal Customer,29,Personal Travel,Eco,1549,4,5,4,4,4,5,4,5,5,4,5,4,5,4,0,0.0,1
2532,Female,Loyal Customer,32,Personal Travel,Eco,2243,5,5,4,5,5,4,4,5,5,5,5,4,5,3,6,0.0,1
2533,Male,disloyal Customer,24,Business travel,Business,1768,4,0,4,3,2,4,2,2,4,3,3,3,4,2,32,32.0,0
2534,Male,Loyal Customer,60,Business travel,Business,3681,1,3,3,3,1,3,3,1,1,1,1,4,1,3,0,3.0,0
2535,Male,Loyal Customer,47,Business travel,Business,1760,2,2,2,2,3,5,5,3,3,4,3,5,3,3,0,0.0,1
2536,Female,Loyal Customer,30,Business travel,Business,2646,1,5,1,1,5,5,5,5,4,5,4,4,5,5,31,29.0,1
2537,Female,Loyal Customer,54,Business travel,Eco Plus,253,5,2,2,2,2,2,4,5,5,5,5,5,5,5,0,0.0,1
2538,Female,Loyal Customer,54,Business travel,Business,707,4,3,3,3,3,2,3,4,4,3,4,4,4,4,0,0.0,0
2539,Female,Loyal Customer,69,Personal Travel,Eco,1139,0,0,0,2,4,5,4,3,3,3,3,3,3,3,32,15.0,1
2540,Male,disloyal Customer,20,Business travel,Eco,2269,3,2,2,4,2,3,4,2,3,1,3,2,4,2,15,21.0,0
2541,Female,disloyal Customer,22,Business travel,Eco,934,2,4,2,2,3,2,3,3,4,3,4,5,4,3,0,0.0,0
2542,Male,Loyal Customer,66,Personal Travel,Eco,2471,4,4,4,3,4,4,1,4,3,5,4,5,4,4,66,51.0,0
2543,Female,Loyal Customer,41,Business travel,Eco,2017,3,3,3,3,3,3,3,3,2,3,3,2,3,3,38,31.0,0
2544,Male,Loyal Customer,61,Personal Travel,Eco,2086,3,5,3,4,5,3,1,5,5,4,5,4,5,5,0,0.0,0
2545,Male,Loyal Customer,13,Personal Travel,Eco Plus,1909,2,4,2,5,2,2,3,2,4,3,5,5,5,2,0,0.0,0
2546,Female,Loyal Customer,36,Business travel,Eco,2088,2,4,4,4,2,3,2,2,5,1,5,4,5,2,0,11.0,1
2547,Female,Loyal Customer,23,Personal Travel,Eco,2318,0,0,0,3,2,0,2,2,5,5,4,4,5,2,0,1.0,1
2548,Male,disloyal Customer,20,Business travel,Eco,1888,5,3,5,2,1,5,1,1,2,3,3,1,1,1,1,0.0,1
2549,Female,Loyal Customer,26,Personal Travel,Eco,2289,4,4,5,4,5,5,5,5,5,4,5,1,2,5,51,38.0,0
2550,Male,disloyal Customer,75,Business travel,Eco,2297,3,3,3,4,5,3,5,5,1,2,3,3,4,5,0,0.0,0
2551,Male,Loyal Customer,9,Business travel,Eco,3213,2,4,4,4,2,2,1,2,4,2,4,3,3,2,0,0.0,0
2552,Female,Loyal Customer,34,Business travel,Business,578,5,5,5,5,5,5,4,4,4,4,4,5,4,3,5,0.0,1
2553,Male,Loyal Customer,10,Personal Travel,Eco,2454,3,4,3,4,4,3,4,4,3,4,5,5,4,4,0,0.0,0
2554,Male,disloyal Customer,33,Business travel,Eco,1579,3,2,3,3,2,3,2,2,1,2,3,4,3,2,0,17.0,0
2555,Male,Loyal Customer,59,Personal Travel,Eco,2804,1,0,1,3,4,1,4,4,4,2,5,3,4,4,0,0.0,0
2556,Female,Loyal Customer,38,Business travel,Business,1053,5,5,5,5,4,4,5,4,4,4,4,4,4,3,0,0.0,1
2557,Male,Loyal Customer,53,Personal Travel,Eco,2284,1,5,1,2,1,1,1,1,3,2,4,3,4,1,0,1.0,0
2558,Female,disloyal Customer,21,Business travel,Eco,2345,3,3,3,4,4,3,5,4,4,4,4,2,3,4,4,0.0,0
2559,Male,Loyal Customer,32,Personal Travel,Eco,2194,3,4,3,1,5,3,5,5,3,3,4,5,4,5,7,0.0,0
2560,Female,Loyal Customer,51,Business travel,Business,281,2,2,5,2,4,5,4,5,5,5,5,4,5,3,0,0.0,1
2561,Female,Loyal Customer,54,Business travel,Business,91,4,3,3,3,3,4,4,2,2,2,4,4,2,2,28,21.0,0
2562,Female,Loyal Customer,60,Business travel,Business,1862,1,1,1,1,5,3,5,3,3,4,3,4,3,4,42,38.0,1
2563,Female,disloyal Customer,25,Business travel,Eco,1951,2,3,2,2,1,2,5,1,5,5,3,3,5,1,0,0.0,0
2564,Female,Loyal Customer,14,Personal Travel,Eco,2831,2,2,4,2,2,5,5,2,2,2,2,4,2,5,60,58.0,1
2565,Female,Loyal Customer,43,Business travel,Business,252,1,1,1,1,2,4,4,5,5,5,4,5,5,5,10,0.0,1
2566,Male,Loyal Customer,42,Business travel,Eco,1726,2,3,5,3,2,2,2,2,1,1,3,3,3,2,0,0.0,0
2567,Female,disloyal Customer,42,Business travel,Business,2413,4,5,5,3,4,4,4,4,4,5,5,5,5,4,0,15.0,0
2568,Male,Loyal Customer,66,Business travel,Eco,2124,4,3,2,3,4,4,4,4,1,4,2,4,5,4,0,0.0,1
2569,Male,disloyal Customer,21,Business travel,Eco,1011,2,4,2,5,2,2,2,2,1,5,1,2,2,2,0,0.0,0
2570,Female,Loyal Customer,74,Business travel,Business,4822,3,3,3,3,2,5,4,5,5,5,5,5,5,5,75,131.0,1
2571,Female,Loyal Customer,47,Business travel,Business,1849,5,5,5,5,4,5,4,5,5,5,5,4,5,4,6,5.0,1
2572,Female,Loyal Customer,40,Business travel,Business,3896,1,1,1,1,2,1,5,5,5,5,5,2,5,3,0,0.0,1
2573,Female,Loyal Customer,46,Business travel,Business,1670,2,2,2,2,4,4,5,5,5,5,5,3,5,4,0,0.0,1
2574,Female,Loyal Customer,56,Business travel,Business,1884,3,4,3,3,4,4,4,5,5,5,5,5,5,3,19,24.0,1
2575,Male,Loyal Customer,54,Business travel,Eco Plus,1629,3,5,5,5,3,3,3,3,2,5,4,3,4,3,0,11.0,0
2576,Male,disloyal Customer,39,Business travel,Business,1059,5,5,5,5,1,5,1,1,5,1,5,1,3,1,5,0.0,1
2577,Male,Loyal Customer,46,Business travel,Business,1002,2,2,2,2,5,4,4,5,5,5,5,5,5,3,3,48.0,1
2578,Male,Loyal Customer,29,Personal Travel,Eco,1969,1,5,1,3,2,1,2,2,4,4,4,3,5,2,0,0.0,0
2579,Male,Loyal Customer,27,Personal Travel,Eco,1304,2,4,2,3,3,2,1,3,4,3,5,3,5,3,0,0.0,0
2580,Female,Loyal Customer,69,Personal Travel,Eco,1081,3,3,3,3,1,2,5,4,4,4,4,1,4,2,29,17.0,1
2581,Female,Loyal Customer,29,Business travel,Business,5119,4,4,4,4,4,4,4,4,3,2,5,4,5,4,0,1.0,1
2582,Male,disloyal Customer,25,Business travel,Business,1664,4,4,4,4,3,4,3,3,3,2,4,2,1,3,0,38.0,1
2583,Male,Loyal Customer,50,Business travel,Business,1048,4,4,4,4,5,4,5,4,4,4,4,5,4,3,0,0.0,1
2584,Female,Loyal Customer,52,Business travel,Eco Plus,886,3,4,4,4,3,2,3,4,4,3,4,2,4,2,0,8.0,0
2585,Female,disloyal Customer,39,Business travel,Business,2434,1,2,2,4,3,2,3,3,1,2,4,1,3,3,33,30.0,0
2586,Male,Loyal Customer,30,Personal Travel,Eco,2434,3,5,3,1,4,3,1,4,1,3,2,1,4,4,0,0.0,0
2587,Male,Loyal Customer,57,Business travel,Business,3445,3,3,3,3,2,4,4,5,5,5,5,3,5,5,0,0.0,1
2588,Female,Loyal Customer,45,Business travel,Business,2610,5,5,5,5,5,4,5,5,5,5,5,4,5,4,0,0.0,1
2589,Female,Loyal Customer,48,Business travel,Business,452,2,2,2,2,2,2,3,2,2,2,2,1,2,1,2,9.0,0
2590,Male,Loyal Customer,36,Business travel,Business,1794,5,5,5,5,5,4,5,3,3,4,3,3,3,3,2,0.0,1
2591,Male,Loyal Customer,40,Business travel,Business,3095,2,2,2,2,2,5,4,4,4,4,4,3,4,5,4,0.0,1
2592,Female,disloyal Customer,26,Business travel,Eco,2230,3,3,3,1,2,3,2,2,4,4,5,2,3,2,3,0.0,0
2593,Male,Loyal Customer,40,Business travel,Business,257,3,2,2,2,4,3,3,3,3,3,3,2,3,1,32,30.0,0
2594,Male,Loyal Customer,51,Business travel,Eco,2212,2,3,3,3,2,2,2,2,2,3,3,3,4,2,0,6.0,0
2595,Female,Loyal Customer,39,Business travel,Business,3244,3,3,3,3,4,4,5,4,4,4,5,5,4,5,0,0.0,1
2596,Male,disloyal Customer,24,Business travel,Eco,1870,1,1,1,3,2,1,4,2,5,3,4,4,5,2,20,0.0,0
2597,Female,Loyal Customer,37,Personal Travel,Eco,1700,4,5,4,3,4,4,4,4,4,3,4,4,4,4,0,0.0,0
2598,Female,disloyal Customer,18,Business travel,Eco,1879,0,0,0,4,3,0,3,3,4,3,5,5,4,3,0,0.0,1
2599,Female,Loyal Customer,28,Business travel,Business,4806,3,4,4,4,3,3,3,3,1,3,3,3,4,3,29,18.0,0
2600,Female,Loyal Customer,49,Business travel,Eco,106,1,2,2,2,5,4,3,1,1,1,1,3,1,3,0,0.0,0
2601,Male,Loyal Customer,18,Personal Travel,Eco,1495,2,5,2,3,4,2,4,4,3,3,5,1,5,4,12,6.0,0
2602,Female,Loyal Customer,41,Personal Travel,Eco Plus,563,5,3,5,2,4,3,2,1,1,5,1,1,1,3,0,1.0,1
2603,Female,Loyal Customer,52,Business travel,Business,4539,3,3,3,3,3,3,3,5,2,5,5,3,3,3,200,217.0,1
2604,Male,Loyal Customer,59,Business travel,Business,703,1,1,1,1,3,5,4,3,3,3,3,4,3,4,6,2.0,1
2605,Male,Loyal Customer,55,Business travel,Business,4165,3,1,3,3,4,4,5,4,4,4,4,4,4,4,130,127.0,1
2606,Female,Loyal Customer,61,Business travel,Business,377,5,5,2,5,4,5,4,4,4,4,4,5,4,4,0,0.0,1
2607,Female,Loyal Customer,32,Business travel,Business,1643,5,5,5,5,4,3,4,4,4,5,4,5,5,4,17,7.0,1
2608,Female,Loyal Customer,58,Personal Travel,Eco,1222,4,5,5,5,5,4,5,4,4,4,4,4,4,4,0,0.0,1
2609,Female,disloyal Customer,29,Business travel,Business,2211,1,1,1,3,3,1,3,3,3,2,4,5,5,3,0,0.0,0
2610,Female,Loyal Customer,30,Personal Travel,Eco,2257,2,2,2,2,4,5,5,5,5,5,5,4,5,4,16,12.0,1
2611,Male,Loyal Customer,55,Business travel,Business,661,3,3,2,3,4,4,5,5,5,5,5,3,5,4,4,2.0,1
2612,Female,Loyal Customer,48,Business travel,Business,2573,3,1,2,1,5,3,4,3,3,3,3,4,3,4,0,0.0,0
2613,Female,Loyal Customer,40,Business travel,Eco,1791,3,1,1,1,3,3,3,3,4,5,3,1,4,3,0,8.0,0
2614,Female,disloyal Customer,62,Business travel,Business,1703,2,2,2,5,4,2,4,4,4,4,4,4,4,4,0,0.0,0
2615,Male,Loyal Customer,73,Business travel,Eco,1898,3,3,3,3,3,3,3,3,1,4,4,2,3,3,14,23.0,0
2616,Female,disloyal Customer,24,Business travel,Eco,1437,2,0,2,3,3,2,3,3,5,4,4,4,2,3,0,0.0,0
2617,Male,Loyal Customer,48,Business travel,Business,318,1,1,1,1,4,5,4,5,5,5,5,3,5,3,0,0.0,1
2618,Male,Loyal Customer,50,Business travel,Business,672,2,2,2,2,5,4,4,4,4,4,4,3,4,5,33,19.0,1
2619,Female,Loyal Customer,44,Business travel,Business,1729,2,2,4,2,4,3,5,4,4,4,4,4,4,5,48,26.0,1
2620,Male,Loyal Customer,39,Personal Travel,Eco,1263,3,4,3,3,5,3,5,5,5,5,4,5,5,5,0,10.0,0
2621,Male,Loyal Customer,38,Business travel,Eco Plus,1285,5,5,5,5,5,5,5,5,5,5,3,1,3,5,0,0.0,1
2622,Female,Loyal Customer,60,Business travel,Business,1483,1,1,1,1,3,5,4,5,5,5,5,4,5,5,0,13.0,1
2623,Male,Loyal Customer,64,Personal Travel,Eco,3681,2,4,3,4,1,3,1,1,1,1,3,4,4,1,8,1.0,0
2624,Male,Loyal Customer,69,Personal Travel,Eco,2705,4,4,3,4,2,3,4,2,5,2,5,5,4,2,0,19.0,0
2625,Female,Loyal Customer,30,Business travel,Business,2664,3,3,3,3,4,5,4,4,5,5,5,3,5,4,0,35.0,1
2626,Female,Loyal Customer,39,Business travel,Business,1047,3,3,3,3,4,4,5,4,4,4,4,4,4,4,0,0.0,1
2627,Female,Loyal Customer,28,Business travel,Business,3335,3,3,3,3,4,4,4,4,4,5,5,3,5,4,0,0.0,1
2628,Male,disloyal Customer,49,Business travel,Business,2047,3,3,3,4,5,3,5,5,4,5,4,3,5,5,0,0.0,0
2629,Male,Loyal Customer,29,Business travel,Business,2364,4,4,2,4,5,5,5,5,3,2,5,4,4,5,0,0.0,1
2630,Male,Loyal Customer,52,Business travel,Eco,2458,4,3,3,3,4,4,4,5,4,2,3,4,3,4,157,134.0,1
2631,Female,Loyal Customer,50,Business travel,Business,1676,3,2,3,2,5,1,1,3,3,3,3,2,3,2,0,8.0,0
2632,Male,Loyal Customer,48,Business travel,Business,2553,1,1,1,1,5,3,4,4,4,4,4,4,4,3,0,0.0,1
2633,Female,disloyal Customer,38,Business travel,Business,3422,2,2,2,3,3,2,3,3,5,4,4,4,5,3,0,0.0,1
2634,Male,disloyal Customer,22,Business travel,Business,1516,4,2,4,3,4,4,4,4,1,4,4,3,4,4,0,26.0,0
2635,Female,Loyal Customer,69,Personal Travel,Eco Plus,322,2,2,2,2,1,2,1,5,5,5,5,1,5,3,0,0.0,1
2636,Female,disloyal Customer,39,Business travel,Business,1909,4,4,4,3,1,4,1,1,4,2,5,3,4,1,60,54.0,0
2637,Female,Loyal Customer,61,Business travel,Business,363,4,4,4,4,5,5,1,4,4,4,4,5,4,4,0,2.0,1
2638,Female,Loyal Customer,25,Business travel,Business,2934,2,2,2,2,4,4,4,4,3,4,5,5,4,4,4,0.0,1
2639,Male,Loyal Customer,57,Personal Travel,Eco,1500,5,1,0,3,5,0,5,5,2,5,4,3,4,5,1,0.0,1
2640,Female,Loyal Customer,67,Personal Travel,Eco,339,5,5,5,5,3,4,3,3,4,1,1,4,3,3,10,3.0,1
2641,Female,Loyal Customer,39,Business travel,Business,2186,3,3,3,3,5,3,5,5,5,5,5,4,5,3,31,31.0,1
2642,Male,disloyal Customer,26,Business travel,Business,2896,4,4,4,4,4,4,4,4,3,5,3,4,5,4,0,0.0,1
2643,Female,Loyal Customer,21,Personal Travel,Eco,1280,0,0,0,3,5,0,5,5,1,2,5,4,1,5,0,0.0,1
2644,Male,Loyal Customer,67,Personal Travel,Eco Plus,3542,5,5,5,4,4,5,4,4,3,2,4,4,5,4,0,0.0,1
2645,Female,Loyal Customer,35,Business travel,Eco,2153,4,4,4,4,4,4,4,4,4,1,4,4,3,4,9,47.0,0
2646,Male,Loyal Customer,56,Personal Travel,Eco,4014,3,0,3,1,3,2,2,4,3,5,4,2,4,2,0,1.0,0
2647,Female,Loyal Customer,28,Business travel,Eco,1948,5,4,4,4,5,5,5,5,5,3,5,5,3,5,0,0.0,1
2648,Female,Loyal Customer,70,Personal Travel,Eco,1181,4,4,4,3,4,4,4,4,3,3,3,4,4,4,0,0.0,1
